area_type,availability,location,size,bath,balcony,total_m2,price_mDT
Super built-up  Area,Ready To Move,VARSOVA LAYOUT,3 BHK,2,3,118.912,592.7816149
Built-up  Area,Ready To Move,dhahbya,2 BHK,2,2,108.693,635.893005
Plot  Area,Ready To Move,mhamdya,3 Bedroom,3,,245.8134,1067.006907
Super built-up  Area,18-Apr,THIRUMENAHALLI,2 BHK,2,3,107.8569,395.4392264
Plot  Area,Ready To Move,fousena,2 Bedroom,2,1,151.7057,776.0050231
Built-up  Area,Ready To Move,RICHARDS TOWN,2 BHK,2,2,97.545,700.5600903
Plot  Area,18-Apr,mater,4 Bedroom,5,3,153.285,3330.354891
Super built-up  Area,19-Dec,smar,1 BHK,1,0,51.32725,142.9142584
Super built-up  Area,Ready To Move,beb jdid,1 BHK,2,1,38.8322,123.9452467
Super built-up  Area,Ready To Move,BHATTARAHALLI,2 BHK,2,2,84.0745,538.8923772
Super built-up  Area,Ready To Move,manzel hbib,3 BHK,2,2,140.279,592.7816149
Super built-up  Area,Ready To Move,ben arous,3 BHK,2,3,129.131,651.7364409
Super built-up  Area,Ready To Move,hemma jrid,2 BHK,2,2,102.2829,711.3379378
Super built-up  Area,Ready To Move,SRIRAMPURA,4 BHK,4,,254.1744,1401.120181
Super built-up  Area,18-Apr,hawarya,3 BHK,4,2,218.315,1756.78915
Super built-up  Area,Ready To Move,RAJA RAJESHWARI NAGAR 5TH STAGE,2 BHK,2,2,98.1024,592.7816149
Super built-up  Area,Ready To Move,aamdoun,3 BHK,2,2,132.3825,537.5990354
Super built-up  Area,17-Jun,dar chaaben fehri,3 BHK,3,1,134.705,754.449328
Built-up  Area,Ready To Move,kabes sud,2 BHK,2,2,92.9,366.4468165
Super built-up  Area,18-Mar,benzert nord,1 BHK,1,1,53.4175,409.5582066
Super built-up  Area,Ready To Move,siida,3 BHK,2,2,125.415,509.1455179
Plot  Area,Ready To Move,aamdoun,3 Bedroom,2,0,185.8,1940.012558
Built-up  Area,Ready To Move,RAGHAVENDRA LAYOUT,3 BHK,3,2,164.433,970.0062789
Super built-up  Area,Ready To Move,BYADARAHALLI,3 BHK,3,2,293.0995,3395.021976
Plot  Area,Ready To Move,omrane l aala,2 Bedroom,3,1,57.2264,485.0031394
Super built-up  Area,Ready To Move,seliena nord,1 BHK,1,0,69.2105,369.3568353
Built-up  Area,Ready To Move,NAYANDANAHALLI,7 Bedroom,7,1,603.85,1120.896144
Plot  Area,Ready To Move,ras jbal,4 Bedroom,4,1,222.96,7005.600903
Super built-up  Area,18-Aug,bou hajla,2 BHK,2,2,143.7163,1110.118297
Super built-up  Area,Ready To Move,kabes ouest,3 BHK,3,1,159.1377,1293.341705
Plot  Area,Ready To Move,fariena,4 Bedroom,4,2,306.57,4634.474443
Plot  Area,Ready To Move,ked ouest,8 Bedroom,4,1,105.4415,2047.791033
Super built-up  Area,Ready To Move,douar hicher,3 BHK,4,2,172.4224,1940.012558
Super built-up  Area,Ready To Move,RMV EXTENSION,2 BHK,2,1,107.0208,614.33731
Super built-up  Area,Ready To Move,kelibia,2 BHK,2,1,102.19,503.8643726
Super built-up  Area,Ready To Move,sidi bou zid west,3 BHK,3,2,218.9653,1455.009418
Super built-up  Area,Ready To Move,hrayrya,3 BHK,4,2,169.078,1023.895517
Super built-up  Area,18-Dec,mjez l beb,3 BHK,3,1,173.2585,1498.120808
Built-up  Area,Ready To Move,aamdoun,2 BHK,2,2,115.196,700.5600903
Super built-up  Area,Ready To Move,mzouna,3 BHK,3,1,126.344,808.3385657
Built-up  Area,Ready To Move,chebba,4 Bedroom,4,2,390.18,2748.351123
Super built-up  Area,Ready To Move,dar chaaben fehri,3 BHK,2,2,134.705,684.5010975
Super built-up  Area,Ready To Move,ariana soghra,2 BHK,2,2,105.8131,776.0050231
Super built-up  Area,Ready To Move,sfax ouest,3 BHK,2,2,145.3885,603.5594624
Plot  Area,Ready To Move,sidi hsin,3 Bedroom,3,2,111.48,1778.344845
Plot  Area,Ready To Move,KURUBARAHALLI,4 Bedroom,4,0,55.74,829.8942608
Super built-up  Area,Ready To Move,NAGAPPA REDDY LAYOUT,2 BHK,2,2,111.48,420.3360542
Super built-up  Area,Ready To Move,douar hicher,3 BHK,3,3,172.3295,1508.898656
Plot  Area,Ready To Move,kalet snan,2 Bedroom,2,1,102.19,592.7816149
Built-up  Area,Ready To Move,AREHALLI,3 BHK,2,2,125.415,700.5600903
Super built-up  Area,Ready To Move,sabela,3 BHK,3,2,210.5114,2231.014441
Super built-up  Area,Ready To Move,jam,1 BHK,1,1,61.314,247.8904935
Built-up  Area,Ready To Move,ghar dimaa,2 BHK,2,1,138.421,1616.677131
Super built-up  Area,Ready To Move,beja sud,3 BHK,2,1,100.6107,517.3366821
Super built-up  Area,18-Mar,mater,2 BHK,2,1,114.4528,894.5613461
Super built-up  Area,Ready To Move,manzel hbib,3 BHK,3,1,143.995,935.5171667
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,113.9883,754.449328
Super built-up  Area,Ready To Move,tela,2 BHK,2,2,98.3811,732.8936329
Built-up  Area,Ready To Move,hammamet,2 BHK,1,1,50.6305,312.5575787
Super built-up  Area,Ready To Move,kef west,2 BHK,2,1,107.0208,582.0037673
Super built-up  Area,Ready To Move,tamghza,2 BHK,1,1,80.823,485.0031394
Super built-up  Area,17-Dec,kabes ouest,2 BHK,2,1,112.409,840.6721084
Super built-up  Area,19-Mar,bradeaa,1 BHK,1,0,61.5927,496.8587717
Super built-up  Area,Ready To Move,HENNUR GARDENS,3 BHK,2,1,136.0056,1455.009418
Built-up  Area,Ready To Move,kasra,3 BHK,3,1,126.8085,862.2278034
Super built-up  Area,Ready To Move,hesi farid,3 BHK,3,1,158.3016,1293.341705
Super built-up  Area,18-Dec,hesi farid,3 BHK,,,138.8855,652.5986687
Super built-up  Area,19-Oct,hesi farid,2 BHK,2,,116.6824,786.7828706
Built-up  Area,Ready To Move,hazwa,2 BHK,2,0,82.0307,528.1145296
Built-up  Area,Ready To Move,hay tadhamen,3 BHK,2,1,100.332,485.0031394
Super built-up  Area,Ready To Move,nabr,2 BHK,1,1,46.1713,269.4461886
Super built-up  Area,21-Sep,kram,2 BHK,2,1,99.6817,564.3280974
Super built-up  Area,Ready To Move,fawar,6 BHK,6,3,278.7,2694.461886
Super built-up  Area,Ready To Move,DODDABOMMASANDRA,2 BHK,2,3,120.77,344.8911214
Built-up  Area,Ready To Move,bradeaa,1 BHK,1,0,61.4998,485.0031394
Super built-up  Area,18-Apr,KUMARA PARK,2 BHK,2,2,111.48,808.3385657
Built-up  Area,Ready To Move,manzah6,3 BHK,3,3,143.995,808.3385657
Super built-up  Area,Ready To Move,7TH BLOCK JAYANAGAR,3 BHK,3,2,158.5803,1843.01193
Super built-up  Area,Ready To Move,nfidha,2 BHK,2,2,121.699,866.8622779
Super built-up  Area,Ready To Move,tela,3 BHK,3,2,146.5033,700.5600903
Super built-up  Area,Ready To Move,tabarka,3 BHK,3,2,122.9996,700.5600903
Super built-up  Area,Ready To Move,kerouon sud,3 BHK,2,2,165.9194,1142.45184
Super built-up  Area,Ready To Move,tinja,2 BHK,2,1,109.0646,808.3385657
Super built-up  Area,Ready To Move,KAMALA NAGAR,1 BHK,1,1,52.4885,355.6689689
Super built-up  Area,Ready To Move,wardya,3 BHK,2,1,130.06,1023.895517
Built-up  Area,Ready To Move,l mida,1 BHK,1,1,58.9915,301.7797312
Plot  Area,Ready To Move,sawaf,6 Bedroom,8,2,278.7,4311.139017
Super built-up  Area,Ready To Move,lemdina,3 BHK,2,1,127.0872,589.6560391
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,134.705,592.7816149
Super built-up  Area,Ready To Move,mogrin,2 BHK,2,2,97.0805,517.3366821
Super built-up  Area,18-Aug,l mida,2 BHK,2,1,104.7912,704.8712293
Built-up  Area,Ready To Move,mehres,2 BHK,2,1,104.5125,582.0037673
Super built-up  Area,18-Jul,hesi farid,2 BHK,2,1,111.0155,672.3221297
Plot  Area,Ready To Move,RAMAKRISHNAPPA LAYOUT,1 Bedroom,2,1,58.527,754.449328
Plot  Area,Ready To Move,fahs,3 Bedroom,2,0,125.415,1131.673992
Super built-up  Area,Ready To Move,beni khiar,3 BHK,3,0,161.646,1293.341705
Super built-up  Area,Ready To Move,sokra,2 BHK,2,1,81.4733,312.5575787
Built-up  Area,Ready To Move,hesi farid,3 BHK,4,1,164.433,732.8936329
Super built-up  Area,Ready To Move,jdalyen,1 BHK,1,1,41.805,161.6677131
Plot  Area,18-Apr,TC.PALYA,2 Bedroom,2,1,92.9,592.7816149
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,120.77,840.6721084
Super built-up  Area,Ready To Move,bouaarkoub,3 BHK,2,1,120.77,452.6695968
Super built-up  Area,Ready To Move,zouhour,2 BHK,2,1,91.5065,435.3172623
Built-up  Area,Ready To Move,CHIKKATHOGURU,2 BHK,2,2,97.0805,452.6695968
Super built-up  Area,Ready To Move,CHELEKARE,2 BHK,2,1,116.125,672.5376867
Plot  Area,Ready To Move,BANDE NALLASANDRA,3 Bedroom,4,1,222.96,1401.120181
Super built-up  Area,Ready To Move,benzert nord,2 BHK,2,2,110.9226,495.780987
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,131.918,732.8936329
Built-up  Area,Ready To Move,SECTOR 1 HSR LAYOUT,3 BHK,3,3,159.788,894.5613461
Super built-up  Area,Ready To Move,mareth,3 BHK,2,2,142.137,801.8718572
Plot  Area,Ready To Move,omrane l aala,3 Bedroom,2,0,111.48,711.3379378
Super built-up  Area,Ready To Move,hesi farid,3 BHK,3,3,145.853,948.4505838
Super built-up  Area,18-May,tela,3 BHK,2,1,107.4853,797.5607182
Super built-up  Area,Ready To Move,fariena,2 BHK,1,1,49.7015,215.5569509
Super built-up  Area,Ready To Move,tibar,2 BHK,2,2,104.048,422.4916237
Super built-up  Area,Ready To Move,tamghza,2 BHK,2,2,106.835,646.6708526
Plot  Area,Ready To Move,sajnan,5 Bedroom,5,2,222.96,2155.569509
Super built-up  Area,Ready To Move,aamra,2 BHK,2,1,112.8735,732.8936329
Super built-up  Area,18-Apr,mehres,2 BHK,2,1,134.1476,818.7930778
Super built-up  Area,Ready To Move,hay l khadhra,3 BHK,3,3,186.0787,2155.569509
Carpet  Area,Ready To Move,THIRUMENAHALLI,2 BHK,2,2,102.19,754.449328
Super built-up  Area,Ready To Move,jandouba nord,2 BHK,2,1,83.61,452.6695968
Super built-up  Area,Ready To Move,mednin nord,3 BHK,2,1,127.4588,473.1475071
Plot  Area,16-Dec,mhamdya,4 Bedroom,5,3,418.05,1616.677131
Super built-up  Area,Ready To Move,hay tadhamen,3 BHK,2,1,109.622,598.1705386
Super built-up  Area,Ready To Move,l mida,2 BHK,2,2,101.8184,420.3360542
Super built-up  Area,Ready To Move,douar hicher,3 BHK,3,3,232.6216,1487.342961
Super built-up  Area,Ready To Move,bardo,3 BHK,2,2,125.415,509.2532964
Built-up  Area,Ready To Move,RAGHUVANAHALLI,1 BHK,1,1,39.018,253.2794173
Super built-up  Area,Ready To Move,mater,3 BHK,3,1,170.1928,1250.230315
Plot  Area,Ready To Move,omrane l aala,6 Bedroom,7,2,128.202,1401.120181
Built-up  Area,Ready To Move,joumin,2 BHK,2,1,87.326,431.1139017
Plot  Area,Ready To Move,hesi farid,4 Bedroom,5,3,398.541,6736.154714
Built-up  Area,18-Aug,hammamet,2 BHK,2,1,94.758,317.4076101
Built-up  Area,Ready To Move,zouhour,6 Bedroom,6,0,232.25,873.005651
Super built-up  Area,Ready To Move,manzel hbib,2 BHK,2,2,130.06,485.0031394
Built-up  Area,Ready To Move,HAL LAYOUT,3 BHK,3,2,155.6075,700.5600903
Super built-up  Area,Ready To Move,twirf,2 BHK,2,1,65.7732,344.8911214
Super built-up  Area,Ready To Move,madina l jadida,2 BHK,2,1,104.3267,388.0025115
Super built-up  Area,Ready To Move,mednin nord,2 BHK,2,1,102.19,533.3956749
Super built-up  Area,Ready To Move,UPKAR LAYOUT,2 BHK,2,2,113.8025,765.7660679
Super built-up  Area,Ready To Move,aala,3 BHK,3,1,156.3507,1508.898656
Super built-up  Area,Ready To Move,bouselem,1 BHK,1,1,38.089,161.6677131
Plot  Area,Ready To Move,akouda,3 Bedroom,2,2,222.96,3233.354263
Plot  Area,Ready To Move,KENCHENHALLI,4 Bedroom,4,1,125.415,970.0062789
Super built-up  Area,Ready To Move,tbolba,2 BHK,2,2,137.0275,862.2278034
Super built-up  Area,Ready To Move,bouselem,2 BHK,2,2,104.048,528.1145296
Super built-up  Area,Ready To Move,makther,2 BHK,2,1,106.835,452.6695968
Super built-up  Area,Ready To Move,douar hicher,2 BHK,2,1,108.2285,916.1170412
Super built-up  Area,Ready To Move,tinja,3 BHK,3,2,163.1324,1444.231571
Super built-up  Area,Ready To Move,sijoumi,2 BHK,2,2,130.8961,1023.895517
Super built-up  Area,Ready To Move,kef west,2 BHK,2,1,112.5948,613.2595252
Super built-up  Area,Ready To Move,bouaarkoub,2 BHK,2,2,105.906,285.5051814
Super built-up  Area,19-Sep,ghazela,3 BHK,3,2,193.883229,1239.452467
Super built-up  Area,Ready To Move,bargo,1 BHK,1,0,71.9975,367.5246012
Super built-up  Area,18-Apr,tela,3 BHK,3,1,157.93,1271.78601
Super built-up  Area,Ready To Move,CARMELARAM,3 BHK,3,0,160.94925,989.9991861
Super built-up  Area,Ready To Move,manzel hbib,2 BHK,2,1,103.119,560.4480722
Built-up  Area,18-Aug,hammamet,2 BHK,2,1,92.9,311.264237
Plot  Area,Ready To Move,kalaa khasba,7 Bedroom,7,3,143.995,1724.455607
Built-up  Area,Ready To Move,mhamdya,4 Bedroom,5,0,251.2016,1131.673992
Plot  Area,Ready To Move,VIDYA NAGAR,2 Bedroom,2,0,349.304,3017.797312
Plot  Area,Ready To Move,mornagya,5 Bedroom,5,2,148.64,1508.898656
Super built-up  Area,19-Dec,mehres,2 BHK,2,2,111.9445,694.8478311
Super built-up  Area,Ready To Move,awled chemekh,2 BHK,2,2,131.7322,1131.673992
Built-up  Area,Ready To Move,bardo,3 BHK,3,3,153.285,883.7834985
Plot  Area,Ready To Move,MS PALLYA,7 Bedroom,7,2,111.48,1498.120808
Super built-up  Area,Ready To Move,l mida,2 BHK,2,1,106.835,409.5582066
Super built-up  Area,Ready To Move,BYADARAHALLI,3 BHK,4,,285.2959,3233.354263
Built-up  Area,Ready To Move,morneg,4 Bedroom,5,2,222.96,1077.784754
Built-up  Area,Ready To Move,SINGAPURA VILLAGE,2 BHK,2,0,78.965,366.4468165
Super built-up  Area,Ready To Move,manzel hbib,3 BHK,3,1,146.782,902.5369533
Super built-up  Area,18-Dec,hesi farid,2 BHK,2,1,112.9664,905.662529
Carpet  Area,20-Dec,aamdoun,1 BHK,1,1,35.3949,301.7797312
Built-up  Area,18-Feb,makther,9 BHK,9,2,427.34,2155.569509
Super built-up  Area,Ready To Move,jarzouna,2 BHK,2,1,96.616,592.7816149
Built-up  Area,18-Apr,boumhal,4 Bedroom,3,1,225.6541,2263.347984
Super built-up  Area,Ready To Move,AKSHAYA VANA,3 BHK,2,1,117.054,528.1145296
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,2,139.1642,807.260781
Super built-up  Area,Ready To Move,mnihla,3 BHK,2,2,111.48,700.5600903
Super built-up  Area,18-Apr,l mida,2 BHK,2,1,125.8795,785.7050859
Built-up  Area,Ready To Move,CANARA BANK LAYOUT,3 BHK,3,1,134.705,700.5600903
Super built-up  Area,Ready To Move,douar hicher,3 BHK,3,2,172.794,1810.678387
Built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,115.196,754.449328
Super built-up  Area,Ready To Move,aamdoun,3 BHK,2,2,120.77,592.7816149
Plot  Area,Ready To Move,hafouz,4 Bedroom,5,2,232.25,2640.572648
Super built-up  Area,Ready To Move,sijoumi,3 BHK,4,2,181.155,1293.341705
Super built-up  Area,Ready To Move,tahrir,3 BHK,2,2,150.9625,1562.787894
Super built-up  Area,18-Jul,l mida,2 BHK,2,2,111.48,323.3354263
Super built-up  Area,Ready To Move,hichrya,2 BHK,2,2,102.2829,711.3379378
Super built-up  Area,18-Mar,hesi farid,2 BHK,2,1,112.9664,781.3939469
Super built-up  Area,Ready To Move,siida,3 BHK,2,3,116.125,538.8923772
Plot  Area,Ready To Move,SAMETHANAHALLI,3 Bedroom,3,0,195.09,754.449328
Built-up  Area,Ready To Move,beb swika,3 BHK,3,2,136.563,582.0037673
Super built-up  Area,22-Dec,aamra,3 BHK,3,1,126.8085,821.0564258
Super built-up  Area,18-Jul,tborba,2 BHK,2,1,126.7156,698.2967423
Super built-up  Area,20-Dec,sidi hani,2 BHK,2,1,109.622,640.9585934
Super built-up  Area,Ready To Move,wardya,3 BHK,3,2,167.22,1401.120181
Super built-up  Area,Ready To Move,chbika,2 BHK,2,2,125.415,452.6695968
Super built-up  Area,Ready To Move,bradeaa,3 BHK,3,2,146.1317,1056.229059
Super built-up  Area,Ready To Move,NALLURHALLI,3 BHK,3,3,150.498,1023.895517
Super built-up  Area,Ready To Move,takelsa,2 BHK,2,1,99.5888,462.0463242
Built-up  Area,Ready To Move,BAGALAKUNTE,1 BHK,1,1,52.024,226.3347984
Super built-up  Area,Ready To Move,COCONUT GROVE LAYOUT,2 BHK,2,2,107.3924,495.780987
Built-up  Area,18-Dec,bou hajla,2 BHK,2,1,124.1144,926.8948887
Super built-up  Area,Ready To Move,l mida,2 BHK,2,1,111.48,215.5569509
Super built-up  Area,Ready To Move,kalaa khasba,4 BHK,4,3,315.86,2532.794173
Super built-up  Area,Ready To Move,manzel hbib,3 BHK,3,3,149.3832,587.5004696
Super built-up  Area,18-Dec,seliena nord,4 BHK,4,3,371.6,4753.030766
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,112.8735,431.1139017
Built-up  Area,Ready To Move,hamem chatt,2 BHK,2,1,102.19,1789.122692
Super built-up  Area,Ready To Move,kasr hlel,3 BHK,3,3,140.9293,1077.784754
Super built-up  Area,Ready To Move,sakeyet sidi yousef,2 BHK,2,2,145.3885,743.6714805
Plot  Area,Ready To Move,PALACE GUTTAHALLI,6 Bedroom,4,1,156.072,2694.461886
Super built-up  Area,Ready To Move,hesi farid,3 BHK,4,2,188.1225,1239.452467
Super built-up  Area,19-Jun,rouhya,2 BHK,2,1,98.1953,374.0990882
Super built-up  Area,Ready To Move,SADASHIVA NAGAR,3 BHK,3,3,357.665,7005.600903
Super built-up  Area,Ready To Move,fariena,2 BHK,2,2,96.9876,366.4468165
Built-up  Area,Ready To Move,beni khiar,3 BHK,3,2,157.4655,1347.230943
Super built-up  Area,18-Jun,gubeli sud,3 BHK,3,1,151.8915,657.4487001
Super built-up  Area,Ready To Move,HIREMATH LAYOUT,2 BHK,2,2,105.906,603.5594624
Built-up  Area,Ready To Move,l mida,2 BHK,2,2,106.835,377.224664
Built-up  Area,Ready To Move,sbiba,2 BHK,2,2,103.119,1185.56323
Super built-up  Area,Ready To Move,douar hicher,2 BHK,2,2,108.0427,690.6444706
Super built-up  Area,Ready To Move,swasi,3 BHK,2,2,131.7322,700.5600903
Built-up  Area,18-Apr,bir hafye,2 BHK,2,1,107.2995,646.6708526
Super built-up  Area,Ready To Move,aamra,2 BHK,2,2,103.5835,840.6721084
Built-up  Area,Ready To Move,SANJEEVINI NAGAR,3 BHK,3,,209.025,1940.012558
Super built-up  Area,Ready To Move,rmeda,2 BHK,2,2,94.758,522.1867135
Super built-up  Area,Ready To Move,NAIDU LAYOUT,3 BHK,3,2,137.9565,840.6721084
Plot  Area,Ready To Move,hesi farid,4 Bedroom,5,2,178.368,2694.461886
Plot  Area,Ready To Move,SHINGAPURA,1 Bedroom,2,0,125.415,485.0031394
Super built-up  Area,Ready To Move,8TH BLOCK KORAMANGALA,2 BHK,2,2,112.3161,1077.784754
Super built-up  Area,Ready To Move,lemdina,2 BHK,2,1,101.1681,469.3752605
Super built-up  Area,Ready To Move,fousena,2 BHK,2,2,134.2405,883.7834985
Super built-up  Area,Ready To Move,siida,3 BHK,2,2,116.125,538.8923772
Super built-up  Area,18-Jan,SHANTHINAGAR,3 BHK,3,1,139.35,1023.895517
Super built-up  Area,Ready To Move, DEVARACHIKKANAHALLI,3 BHK,3,2,158.3945,808.3385657
Super built-up  Area,Ready To Move,seliena sud,3 BHK,3,2,204.38,1724.455607
Plot  Area,Ready To Move,fouchena,5 Bedroom,5,3,271.7325,10088.0653
Plot  Area,Ready To Move,weslatya,8 Bedroom,8,1,167.22,1185.56323
Built-up  Area,Ready To Move,hesi farid,5 Bedroom,5,2,668.88,9700.062789
Super built-up  Area,Ready To Move,sfax lemdina,3 BHK,3,,170.007,970.0062789
Super built-up  Area,18-Dec,dar chaaben fehri,3 BHK,3,2,134.705,625.1151575
Super built-up  Area,Ready To Move,boumhal,3 BHK,3,2,113.338,603.5594624
Super built-up  Area,Ready To Move,manzel bourguiba,2 BHK,2,2,116.9611,748.5215119
Super built-up  Area,Ready To Move,jerba,3 BHK,2,1,117.054,786.7828706
Built-up  Area,Ready To Move,fahs,3 Bedroom,5,1,232.25,1293.341705
Built-up  Area,18-Dec,bou hajla,3 BHK,3,2,178.2751,1304.119553
Plot  Area,Ready To Move,sakyet deyer,6 Bedroom,6,3,130.06,1724.455607
Super built-up  Area,Ready To Move,mater,3 BHK,3,,190.445,1293.341705
Built-up  Area,Ready To Move,ghriba,2 BHK,2,1,97.545,1110.118297
Super built-up  Area,Ready To Move,BHUVANESHWARI NAGAR,2 BHK,2,2,92.9,646.6708526
Super built-up  Area,Ready To Move,manzel hbib,3 BHK,3,1,152.356,935.5171667
Built-up  Area,Ready To Move,KUMARAPALLI,3 BHK,2,2,138.2352,700.5600903
Super built-up  Area,Ready To Move,ben arous,3 BHK,2,2,117.5185,572.5192615
Built-up  Area,Ready To Move,ghar lmelh,3 BHK,3,2,152.356,1293.341705
Super built-up  Area,Ready To Move,kram,3 BHK,2,2,159.72297,948.4505838
Plot  Area,Ready To Move,SOMESHWARA LAYOUT,4 Bedroom,4,2,111.48,1401.120181
Super built-up  Area,Ready To Move,fahs,2 BHK,2,2,109.622,754.449328
Super built-up  Area,Ready To Move,outik,3 BHK,3,1,157.93,1185.56323
Super built-up  Area,Ready To Move,bou hajla,2 BHK,3,3,136.0056,603.5594624
Built-up  Area,Ready To Move,seliena nord,6 Bedroom,6,0,167.22,732.8936329
Built-up  Area,Ready To Move,hamem chatt,4 Bedroom,2,1,138.8855,3233.354263
Built-up  Area,15-Aug,fousena,2 BHK,2,2,113.8025,668.2265477
Super built-up  Area,Ready To Move,wardya,2 BHK,2,0,97.545,732.8936329
Super built-up  Area,Ready To Move,tela,3 BHK,3,3,157.0939,1293.341705
Built-up  Area,Ready To Move,DOOPANAHALLI,3 BHK,3,2,209.025,2144.791661
Super built-up  Area,Ready To Move,MUNIVENKATPPA LAYOUT,4 BHK,4,2,343.73,3384.244129
Plot  Area,Ready To Move,rouhya,8 Bedroom,6,2,115.5676,1401.120181
Plot  Area,Ready To Move,JAY AN AGAR 4 T BLOCK,4 Bedroom,4,2,69.675,1293.341705
Super built-up  Area,18-Apr,SATYASAIBABA LAYOUT,2 BHK,2,3,110.551,455.3640587
Super built-up  Area,Ready To Move,benzert nord,2 BHK,2,2,115.4747,495.780987
Super built-up  Area,Ready To Move,mornagya,2 BHK,2,1,71.0685,404.0615044
Super built-up  Area,Ready To Move,zahra,2 BHK,1,2,67.817,560.4480722
Built-up  Area,Ready To Move,QUEENS ROAD,3 BHK,3,0,130.5245,1821.456235
Super built-up  Area,20-Dec,sabela,3 BHK,3,1,125.415,494.7032022
Super built-up  Area,Ready To Move,jdalyen,1 BHK,1,1,46.45,194.0012558
Super built-up  Area,Ready To Move,omrane,2 BHK,2,2,111.48,592.7816149
Built-up  Area,18-Dec,l mida,2 BHK,2,1,108.2285,362.5667913
Super built-up  Area,Ready To Move,wardya,3 BHK,2,2,130.06,614.33731
Plot  Area,Ready To Move,VAISHNAVI LAYOUT,4 Bedroom,6,2,445.92,4526.695968
Built-up  Area,Ready To Move,mornagya,3 BHK,2,,154.9572,1293.341705
Super built-up  Area,Ready To Move,tamghza,1 BHK,1,1,65.03,377.224664
Super built-up  Area,Ready To Move,manzah6,3 BHK,2,1,137.9565,711.3379378
Super built-up  Area,20-Oct,aamdoun,2 BHK,2,1,65.03,441.8917493
Super built-up  Area,18-Dec,hesi farid,3 BHK,2,1,125.0434,1077.784754
Super built-up  Area,Ready To Move,hay tadhamen,3 BHK,2,1,99.8675,506.5588345
Super built-up  Area,Ready To Move,BELLARI ROAD,2 BHK,2,1,97.545,468.8363681
Super built-up  Area,Ready To Move,1ST BLOCK KORAMANGALA,3 BHK,3,2,167.22,571.2259198
Super built-up  Area,Ready To Move,l mida,3 BHK,3,3,149.4761,1239.452467
Built-up  Area,Ready To Move,l mida,2 BHK,1,1,71.533,377.224664
Built-up  Area,Ready To Move,kerouon nord,2 BHK,2,1,99.9604,538.8923772
Super built-up  Area,Ready To Move,hazwa,2 BHK,2,2,97.7308,549.6702247
Super built-up  Area,18-Apr,madina l jadida,2 BHK,2,2,92.9,377.224664
Built-up  Area,18-Aug,sidi thebet,2 BHK,2,1,92.9,311.264237
Super built-up  Area,Ready To Move,bradeaa,3 BHK,2,1,117.2398,894.5613461
Plot  Area,Ready To Move,KOPPA,3 Bedroom,3,1,66.888,517.3366821
Super built-up  Area,Ready To Move,HARSHA LAYOUT,1 BHK,1,1,46.45,172.4455607
Super built-up  Area,Ready To Move,SADASHIVA NAGAR,4 BHK,4,,325.15,7544.49328
